"Company ID","Target Account","Last Modified Date","Lead Status","Total Revenue","Postal Code","Twitter Followers","Company Domain Name","Last Touch Converting Campaign","First Touch Converting Campaign","Recent Deal Close Date","Number of Pageviews","Number of Employees","Campaign of last booking in meetings tool","Number of decision makers","Time of Last Session","Time of First Session","Number of blockers","Close Date","Ideal Customer Profile Tier","Facebook Fans","Number of Associated Deals","Last Logged Call Date","Recent Deal Amount","Number of times contacted","First Conversion Date","Last Open Task Date","Original Source Type","First Deal Created Date","Number of Form Submissions","Medium of last booking in meetings tool","Facebook Company Page","Create Date","LinkedIn Bio","First Conversion","Date of last meeting booked in meetings tool","City","Company name","Number of child companies","Total open deal value","Number of Sessions","Phone Number","Last Engagement Date","Company owner","About Us","Last Activity Date","Next Activity Date","Source of last booking in meetings tool","Owner Assigned Date","State/Region","LinkedIn Company Page","Total Money Raised","Number of Associated Contacts","Original Source Data 1","Recent Conversion Date","Number of contacts with a buying role","Original Source Data 2","Lifecycle Stage","Last Booked Meeting Date","Last Contacted","Street Address","Recent Conversion","HubSpot Team","Twitter Bio","Web Technologies","Country/Region","First Contact Create Date","Time Zone","Time Last Seen","Time First Seen","Type","Website URL","Year Founded","Twitter Handle","Google Plus Page","Days to Close","Description","Annual Revenue","Parent Company","Industry","Object create date/time","Street Address 2","Is Public","Number of open deals","Associated Company ID","Associated Company","Additional Domains"
"6650779022","","2021-08-02 18:04","","","","","arisehotels.com.au","","","","0.0","","","0.0","","","0.0","","","","","","","","","","Offline Sources","","","","","2021-07-29 13:36","Arise Hotels strives to create a warm, homely, pristine atmosphere that respects the traditions of accommodation and customer service while challenging and broa","","","","Arise Hotels Site by Comworks","0.0","","0.0","","","","","","","","","","","","0.0","API","","0.0","PublicObjectResource","","","","","","","","Nginx; Google Maps; Wordpress; Google Tag Manager; Google Analytics","Australia","2021-07-29 13:36","","","2021-07-29 13:36","","arisehotels.com.au","","","","","Arise Hotels strives to create a warm, homely, pristine atmosphere that respects the traditions of accommodation and customer service while challenging and broa","","","","","","false","0.0","","",""
"6637262629","","2021-11-02 16:52","","","","","koskosan.com.au","","","","62.0","","","0.0","2021-11-02 16:52","2021-09-01 12:09","0.0","","","","","","","","2021-09-02 13:00","","Direct Traffic","","6.0","","","2021-07-27 17:23","","Relomate: .col-3","","","Koskosan Pty Ltd","0.0","","52.0","","","","","","","","","","","","1.0","app.relomate.co/login","2021-11-02 12:47","0.0","PublicObjectResource","","","","","Relomate: .col-12, .login-form","","","Google Apps","Australia","2021-09-02 13:00","","2021-11-02 16:52","2021-09-01 12:09","","koskosan.com.au","","KoskosanAusi","","","Easiest Way to Find Accommodation","","","","","","false","0.0","","",""
"6609695814","","2021-10-09 09:08","","","5031","","cronin.com","","","","0.0","","","0.0","","","0.0","","","","","","","","","","Offline Sources","","","","","2021-07-21 20:50","","","","Mile End South","Cronin","0.0","","0.0","","","","","","","","","South Australia","https://www.linkedin.com/company/cronin-fabrication","","0.0","API","","0.0","PublicObjectResource","","","","","","","","Google Analytics; Bluehost Hosting","Australia","2021-07-21 20:50","Australia/Adelaide","","2021-07-21 20:50","","cronin.com","","","","","","","","","","","false","0.0","","",""
"6608834597","","2021-08-25 02:41","","","","","medhurst-walsh.org","","","","0.0","","","0.0","","","0.0","","","","","","","","","","Offline Sources","","","","","2021-07-21 18:18","","","","","medhurst-walsh.org","0.0","","0.0","","","","","","","","","","","","0.0","API","","0.0","PublicObjectResource","","","","","","","","","","2021-07-21 18:18","","","2021-07-21 18:18","","medhurst-walsh.org","","","","","","","","","","","","0.0","","",""
"6608932113","","2021-08-25 02:41","","","","","spinka.com","","","","0.0","","","0.0","","","0.0","","","","","","","","","","Offline Sources","","","","","2021-07-21 18:16","Philip Spinka, of Submarine Productions, has been providing musical entertainment and event planning services for over 25 years for Weddings, Private Parties, Corporate Events, Banquets, Cruises, School Functions, and Dance Events and more.","","","","Philip C. Spinka","0.0","","0.0","","","","","","","","","","","","0.0","API","","0.0","PublicObjectResource","","","","","","","","Youtube; Google Cloud; Facebook Social Plugins","","2021-07-21 18:16","","","2021-07-21 18:16","","spinka.com","","DJPhilipSpinka","","","Philip Spinka, of Submarine Productions, has been providing musical entertainment and event planning services for over 25 years for Weddings, Private Parties, Corporate Events, Banquets, Cruises, School Functions, and Dance Events and more.","","","","","","false","0.0","","",""
"6603102222","","2021-08-03 08:02","","","","","kris-nikolaus.info","","","","0.0","","","0.0","","","0.0","","","","","","","","","","Offline Sources","","","","","2021-07-21 02:15","","","","","kris-nikolaus.info","0.0","","0.0","","","","","","","","","","","","0.0","API","","0.0","PublicObjectResource","","","","","","","","","","2021-07-21 02:15","","","2021-07-21 02:15","","kris-nikolaus.info","","","","","","","","","","","","0.0","","",""
"6602948451","","2021-08-01 08:49","","","","","kemmer.co","","","","0.0","","","0.0","","","0.0","","","","","","","","","","Offline Sources","","","","","2021-07-21 01:31","","","","","Kemmer","0.0","","0.0","","","","","","","","","","","","0.0","API","","0.0","PublicObjectResource","","","","","","","","","","2021-07-21 01:31","","","2021-07-21 01:31","","kemmer.co","","","","","","","","","","","","0.0","","",""
"6601207830","","2021-11-04 02:32","","","64835","","example.com","","","","1102.0","50.0","","0.0","2021-11-04 02:31","2021-08-29 20:44","0.0","","","","","","","","2021-08-29 20:44","","Direct Traffic","","15.0","","","2021-07-20 19:22","This domain is for use in illustrative examples in documents. You may use this domain in literature without prior coordination or asking for permission.","Relomate: .col-3","","Carterville","Template:Infobox company/doc","0.0","","121.0","0000000000","","","","","","","","MO","https://www.linkedin.com/company/example-company","","1.0","localhost/login","2021-10-29 03:59","0.0","PublicObjectResource","","","","328 East Main Street","Relomate: .col-12, .login-form","","","Salesforce; Digital Ocean","United States","2021-08-29 20:44","America/Chicago","2021-11-04 02:31","2021-08-29 20:44","","example.com","2002","","","","This domain is for use in illustrative examples in documents. You may use this domain in literature without prior coordination or asking for permission.","1.0E9","","","","","false","0.0","","",""
"6520254865","","2021-08-25 18:23","","","","","","","","","","","","0.0","","","0.0","","","","","","","","","","","","","","","2021-07-06 13:01","","","","","Test Company","0.0","","","","","Growth Mate","","","","","2021-07-06 13:01","","","","0.0","","","0.0","","Opportunity","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","",""
"6246944111","","2021-08-04 11:50","","","","","ube-k.ac.jp","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","","","","","ube-k.ac.jp","0.0","","0.0","","","","","","","","","","","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","","Japan","2021-06-16 12:57","","","2021-06-16 12:57","","ube-k.ac.jp","","","","","","","","","","","","1.0","","",""
"6246944110","","2021-08-02 04:41","","","","","progress-study.com.au","","","","0.0","25.0","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","https://facebook.com/progress.australia","2021-06-16 12:57","Achieve your dream to study or live in Australia. We can guide you to make your application easier. We operate in Australia, Indonesia, Thailand and Vietnam","","","Sydney","Progress Study Consultancy","0.0","","0.0"," +61 3 9620 3883","","","","","","","","New South Wales","https://www.linkedin.com/company/progress-study-consultancy","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","Hotjar; Google Maps; Wordpress; Facebook Connect; Recaptcha; Google Analytics; Instagram","Australia","2021-06-16 12:57","Australia/Sydney","","2021-06-16 12:57","","progress-study.com.au","1999","progress_id","","","Achieve your dream to study or live in Australia. We can guide you to make your application easier. We operate in Australia, Indonesia, Thailand and Vietnam","1.0E7","","","","","false","1.0","","",""
"6246944109","","2021-08-03 14:11","","","","","jjintledu.com.au","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","","","","","jjintledu.com.au","0.0","","0.0","","","","","","","","","","","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","","Australia","2021-06-16 12:57","","","2021-06-16 12:57","","jjintledu.com.au","","","","","","","","","","","","1.0","","",""
"6246944108","","2021-07-31 12:19","","","","","linkhub-edu.com","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","","","","","linkhub-edu.com","0.0","","0.0","","","","","","","","","","","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","","","2021-06-16 12:57","","","2021-06-16 12:57","","linkhub-edu.com","","","","","","","","","","","","1.0","","",""
"6246944107","","2021-08-05 10:04","","","","","uniadvice.co.th","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","เรียนต่อต่างประเทศ, ศึกษาต่อต่างประเทศ, เรียนต่อออสเตรเลีย, เรียนต่อนิวซีแลนด์, เรียนต่ออังกฤษ, เรียนต่ออังกฤษ, เรียนต่ออเมริกา, เรียนต่อแคนาดา,เรียนต่อไอร์แลนด์ , เรียนต่อสิงคโปร์, , เรียนต่อญี่ปุ่น, เรียนต่อ, ศึกษาต่อออสเตรเลีย, ศึกษาต่อนิวซีแลนด์, ...","","","","uniadvice.co.th","0.0","","0.0","","","","","","","","","","","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","Apache; Ubuntu","Thailand","2021-06-16 12:57","","","2021-06-16 12:57","","uniadvice.co.th","","","","","เรียนต่อต่างประเทศ, ศึกษาต่อต่างประเทศ, เรียนต่อออสเตรเลีย, เรียนต่อนิวซีแลนด์, เรียนต่ออังกฤษ, เรียนต่ออังกฤษ, เรียนต่ออเมริกา, เรียนต่อแคนาดา,เรียนต่อไอร์แลนด์ , เรียนต่อสิงคโปร์, , เรียนต่อญี่ปุ่น, เรียนต่อ, ศึกษาต่อออสเตรเลีย, ศึกษาต่อนิวซีแลนด์, ...","","","","","","false","1.0","","",""
"6246944106","","2021-09-17 07:14","","","","","iworldstudy.com","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","Monthly iWORLD 월간 아이월드매달 발간되는 최신 호주 유학 뉴스레터 iWORLD Story 호주 유학 전문 아이월드의 최신유학정보와 소식을 확인해 보세요! 호주유학 소식 호주 12학년 유학생 전지역대학 입학 지원방법 Read More 호주 대학교, 한국 유학생들이 선호하는 전공 Read More 호주 목수 – 저밀도 지역 골드코스트 Ashmore Tafe에서 유학하기 Read More Load More 호주대학 장학금 호주 명문 대학교 ...","","","","iWORLD","0.0","","0.0","","","","","","","","","","","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","Go Squared; Google Tag Manager; Add To Any; Google Analytics; Google Apps","","2021-06-16 12:57","","","2021-06-16 12:57","","iworldstudy.com","","","","","Monthly iWORLD 월간 아이월드매달 발간되는 최신 호주 유학 뉴스레터 iWORLD Story 호주 유학 전문 아이월드의 최신유학정보와 소식을 확인해 보세요! 호주유학 소식 호주 12학년 유학생 전지역대학 입학 지원방법 Read More 호주 대학교, 한국 유학생들이 선호하는 전공 Read More 호주 목수 – 저밀도 지역 골드코스트 Ashmore Tafe에서 유학하기 Read More Load More 호주대학 장학금 호주 명문 대학교 ...","","","","","","false","1.0","","",""
"6246944105","","2021-08-01 11:28","","","169567","","psb-academy.edu.sg","","","","0.0","200.0","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","https://facebook.com/psbacademy","2021-06-16 12:57","PSB Academy provides part-time and full-time degree and diploma courses. Select your favourite Bachelor's degree programmes from awarding institutions.","","","Singapore","PSB Academy","0.0","","0.0"," +65 6885 1000","","","","","","","","Singapore","https://www.linkedin.com/company/psb-academy","","1.0","IMPORT","","0.0","18879005","Opportunity","","","355 Jalan Bukit Ho Swee","","","","Microsoft Exchange Online; Hotjar; Google Tag Manager; Instagram; Facebook Advertiser; Microsoft Office 365; Apache; Zopim; Recaptcha; Google Analytics; Piwik; Outlook; HubSpot; Wordpress","Singapore","2021-06-16 12:57","Asia/Singapore","","2021-06-16 12:57","","psb-academy.edu.sg","1964","psbacademy","","","PSB Academy provides part-time and full-time degree and diploma courses. Select your favourite Bachelor's degree programmes from awarding institutions.","5.0E7","","Higher Education","","","false","1.0","","",""
"6246819219","","2021-08-05 00:10","","","98275","","jmecc.com","","","","0.0","10.0","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","We are here to counsel and assist in the planning and preparation of your higher education from pre-university to tertiary level. Our Team of experienced professional counsellors are at your service.","","","MUKILTEO","JM Education Group","0.0","","0.0","","","","","","","","","WA","","","1.0","IMPORT","","0.0","18879005","Opportunity","","","11108 CHENNAULT BEACH RD APT   1936","","","","Google Analytics","United States","2021-06-16 12:57","America/Los_Angeles","","2021-06-16 12:57","","jmecc.com","2011","","","","We are here to counsel and assist in the planning and preparation of your higher education from pre-university to tertiary level. Our Team of experienced professional counsellors are at your service.","1.0E7","","","","","false","1.0","","",""
"6246819218","","2021-10-28 16:39","","","","","ukeas.com","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","At Intake, we connect international students with the overseas education opportunities that have the greatest potential to impact their future. We help students","","","Ikeja","UKEAS","0.0","","0.0","","","","","","","","","Lagos","https://www.linkedin.com/company/uk-education-advisory-services-ltd","","1.0","IMPORT","","0.0","18879005","Opportunity","","","76 Opebi Road","","","","Microsoft Exchange Online; Zendesk; Google Maps; Drupal; Google Tag Manager; Facebook Connect; Cloud Flare; Google Analytics; Twitter Button; Outlook; Facebook Advertiser","Nigeria","2021-06-16 12:57","Africa/Lagos","","2021-06-16 12:57","","ukeas.com","2011","Intakegh","","","At Intake, we connect international students with the overseas education opportunities that have the greatest potential to impact their future. We help students","","","Education Management","","","false","1.0","","",""
"6246819217","","2021-09-19 04:45","","","10000","","jris.com","","","","0.0","25.0","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","https://facebook.com/jrisfun","2021-06-16 12:57","","","","","JRIS Education","0.0","","0.0","","","","","","","","","Taipei City","https://www.linkedin.com/company/jris-education-ltd","","1.0","IMPORT","","0.0","18879005","Opportunity","","","112 Section 4, Zhongxiao East Road","","","","Nginx; Google Maps; Wordpress; Google Tag Manager; Facebook Connect; Google Analytics; Facebook Advertiser","Taiwan, Province of China","2021-06-16 12:57","Asia/Taipei","","2021-06-16 12:57","","jris.com","1998","","","","在台成立10年，專門協助澳洲留學、遊學、打工度假。台北、台中、高雄、澳洲都設有辦公室服務大家。","1.0E7","","","","","false","1.0","","",""
"6246819216","","2021-10-19 17:02","","","238884","","studyabroad.sg","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","Study Abroad Info Centre and Education Consultant in Singapore for British, Australia, New Zealand Universities and Colleges. We help You to Apply for Top Universities Overseas. Free Service. Scholarship Available.","","","Singapore","Jack Studyabroad.sg","0.0","","0.0"," +65 6737 6734","","","","","","","","Singapore","https://www.linkedin.com/company/studyabroad.sg","","1.0","IMPORT","","0.0","18879005","Opportunity","","","ORCHARD RD","","","","Google Adwords; Wordpress; Google Tag Manager; Recaptcha; Facebook Connect; Cloud Flare; Google Analytics; Google Apps; Facebook Advertiser","Singapore","2021-06-16 12:57","Asia/Singapore","","2021-06-16 12:57","","studyabroad.sg","2018","","","","Study Abroad Info Centre and Education Consultant in Singapore for British, Australia, New Zealand Universities and Colleges. We help You to Apply for Top Universities Overseas. Free Service. Scholarship Available.","","","Education Management","","","false","1.0","","",""
"6246819215","","2021-08-03 08:56","","","EC4N 6AE","","uvic.co.uk","","","","0.0","500.0","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","https://facebook.com/uvicfanpage","2021-06-16 12:57","UVIC is the global leading university placement and visa service which was established in 2003. Being the first consultancy authorized by four governing bodies – UCAS, OISC, ILPA, IoL, UVIC has serviced thousands of international students and immigrant...","","","London","UVIC","0.0","","0.0","","","","","","","","","Greater London","https://www.linkedin.com/company/uvic","","1.0","IMPORT","","0.0","18879005","Opportunity","","","62-64 Cannon Street","","","","Microsoft Exchange Online; Microsoft Office 365; Apache; Outlook; Drupal; Google Tag Manager","United Kingdom","2021-06-16 12:57","Europe/London","","2021-06-16 12:57","","uvic.co.uk","2003","UVICedu","","","UVIC is the global leading university placement and visa service which was established in 2003. Being the first consultancy authorized by four governing bodies – UCAS, OISC, ILPA, IoL, UVIC has serviced thousands of international students and immigrant...","5.0E7","","Education Management","","","false","1.0","","",""
"6246819214","","2021-08-01 10:19","","","","","studiesup.com","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","","","","","StudiesUP","0.0","","0.0","","","","","","","","","","https://www.linkedin.com/company/studiesup","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","","","2021-06-16 12:57","","","2021-06-16 12:57","","studiesup.com","","StudiesUP","","","","","","","","","false","1.0","","",""
"6246869593","","2021-08-05 19:08","","","","","noblehuman.net","","","","0.0","","","0.0","","","0.0","","","","1.0","","","","","","Offline Sources","2021-06-26 16:40","","","","2021-06-16 12:57","","","","","noblehuman.net","0.0","","0.0","","","","","","","","","","","","1.0","IMPORT","","0.0","18879005","Opportunity","","","","","","","","","2021-06-16 12:57","","","2021-06-16 12:57","","noblehuman.net","","","","","","","","","","","","1.0","","",""
